HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,Transported,Amount_Spent
Europa,True,P,CAN,45.0,False,True,0.0
Europa,False,P,CAN,27.0,False,True,3552.0
Europa,True,S,TRA,51.0,False,True,0.0
Earth,False,S,TRA,29.0,False,False,773.0
Europa,False,S,CAN,27.0,False,True,2981.0
Earth,True,P,PSO,19.0,False,False,0.0
Earth,True,P,CAN,24.0,False,True,708.0
Mars,False,P,TRA,29.0,False,True,1040.0
Mars,True,P,TRA,11.0,False,True,0.0
Mars,False,P,TRA,17.0,False,False,1337.0
Earth,False,P,TRA,13.0,False,False,982.0
Earth,False,P,TRA,35.0,False,False,732.0
Earth,False,P,TRA,21.0,False,False,794.0
Earth,False,S,CAN,21.0,False,False,1974.0
Earth,False,P,TRA,38.0,False,False,1544.0
Earth,True,P,TRA,19.0,False,True,0.0
Earth,True,P,TRA,2.0,False,True,0.0
Earth,False,P,TRA,0.0,False,True,0.0
Earth,True,P,TRA,13.0,False,False,0.0
Earth,False,P,TRA,25.0,False,False,708.0
Earth,False,P,TRA,16.0,False,False,1102.0
Earth,False,P,CAN,1.0,False,False,0.0
Earth,True,P,TRA,15.0,False,True,0.0
Mars,False,S,CAN,21.0,False,False,2356.0
Mars,False,S,TRA,23.0,False,False,1298.0
Mars,False,S,TRA,33.0,False,False,2134.0
Mars,True,S,TRA,21.0,False,True,0.0
Mars,False,S,TRA,41.0,False,False,2597.0
Mars,False,S,TRA,16.0,False,False,1370.0
Mars,True,S,TRA,42.0,False,False,0.0
Mars,False,S,TRA,20.0,False,False,1417.0
Mars,True,S,TRA,24.0,False,True,0.0
Mars,True,S,TRA,16.0,False,True,0.0
Earth,False,S,TRA,21.0,False,False,676.0
Mars,False,S,TRA,32.0,True,False,1820.0
Earth,True,P,PSO,58.0,False,True,0.0
Earth,False,S,TRA,24.0,False,False,803.0
Mars,False,S,TRA,30.0,False,False,1806.0
Earth,True,S,PSO,27.0,False,False,708.0
Mars,False,S,TRA,32.0,False,False,1750.0
Earth,False,P,TRA,43.0,False,False,708.0
Europa,True,P,TRA,42.0,False,True,0.0
Mars,False,P,TRA,37.0,False,False,1048.0
Mars,True,P,TRA,35.0,False,True,0.0
Europa,False,P,CAN,33.0,False,False,7177.0
Earth,False,S,TRA,18.0,False,False,1288.0
Earth,True,S,TRA,21.0,False,False,0.0
Mars,True,P,TRA,43.0,False,True,0.0
Mars,True,S,CAN,14.0,False,True,0.0
Europa,False,P,CAN,46.0,False,True,3578.0
Europa,False,P,TRA,33.0,False,False,12378.0
Mars,False,P,TRA,21.0,False,False,3261.0
Europa,False,S,TRA,33.0,False,False,9684.0
Earth,True,S,PSO,47.0,False,False,708.0
Earth,True,S,CAN,54.0,False,True,0.0
Earth,False,P,TRA,30.0,False,False,1571.0
Earth,False,P,TRA,29.0,False,False,888.0
Earth,False,P,TRA,21.0,False,True,1290.0
Europa,True,S,TRA,24.0,False,True,0.0
Mars,False,S,CAN,21.0,False,False,1074.0
Mars,True,S,TRA,60.0,False,True,0.0
Earth,False,S,TRA,22.0,False,False,704.0
Europa,False,S,TRA,26.0,False,False,7845.0
Earth,False,P,TRA,26.0,False,False,898.0
Earth,True,P,TRA,28.0,False,True,0.0
Europa,True,S,TRA,39.0,False,True,3552.0
Earth,False,S,TRA,13.0,False,False,873.0
Earth,False,S,CAN,47.0,False,True,823.0
Earth,False,P,TRA,63.0,False,False,1393.0
Europa,True,S,CAN,27.0,False,True,0.0
Earth,False,P,CAN,50.0,False,True,2487.0
Earth,False,P,TRA,35.0,False,False,708.0
Earth,False,P,TRA,45.0,False,False,444.0
Earth,False,P,TRA,19.0,False,True,2078.0
Earth,False,S,TRA,21.0,False,True,918.0
Earth,True,P,PSO,29.0,False,True,0.0
Earth,False,P,TRA,22.0,False,True,803.0
Europa,True,P,TRA,14.0,False,True,0.0
Europa,True,P,CAN,42.0,False,True,0.0
Earth,False,P,CAN,57.0,False,False,1488.0
Europa,True,P,CAN,39.0,False,True,0.0
Europa,False,P,TRA,28.0,False,False,2085.0
Earth,False,S,CAN,19.0,False,False,828.0
Europa,True,S,CAN,19.0,False,True,0.0
Europa,False,S,CAN,26.0,False,True,5877.0
Europa,True,S,TRA,17.0,False,True,0.0
Europa,False,S,TRA,43.0,False,True,0.0
Europa,False,S,CAN,9.0,False,True,0.0
Europa,False,S,TRA,40.0,False,True,7678.0
Europa,True,S,TRA,50.0,False,True,3552.0
Earth,False,P,TRA,24.0,False,True,1433.0
Europa,True,P,CAN,57.0,False,True,0.0
Earth,True,P,TRA,16.0,False,False,0.0
Earth,False,P,TRA,23.0,False,False,1385.0
Earth,True,S,TRA,23.0,False,True,0.0
Europa,False,S,TRA,28.0,False,False,7439.0
Europa,False,P,CAN,23.0,False,False,3073.0
Earth,False,S,TRA,23.0,False,False,904.0
Earth,False,S,TRA,18.0,False,True,1359.0
Earth,False,S,TRA,18.0,False,False,1357.0
Europa,False,P,TRA,67.0,False,False,3552.0
Earth,False,P,PSO,60.0,False,True,552.0
Earth,True,P,CAN,23.0,False,True,708.0
Earth,False,P,CAN,49.0,False,True,649.0
Earth,False,P,CAN,0.0,False,True,0.0
Earth,False,P,CAN,26.0,False,False,1790.0
Earth,True,S,PSO,35.0,False,True,0.0
Europa,False,S,TRA,24.0,False,True,3552.0
Europa,True,S,TRA,20.0,False,True,3552.0
Earth,False,S,TRA,18.0,False,False,708.0
Earth,False,S,TRA,21.0,False,False,708.0
Earth,False,S,TRA,59.0,True,False,1227.0
Earth,True,S,PSO,13.0,False,False,0.0
Earth,True,P,CAN,43.0,False,False,0.0
Earth,True,S,TRA,29.0,False,False,0.0
Earth,False,P,TRA,19.0,False,True,803.0
Europa,False,S,TRA,2.0,False,True,0.0
Europa,False,S,TRA,32.0,False,True,5146.0
Europa,False,S,TRA,33.0,False,False,2168.0
Earth,False,P,TRA,25.0,False,False,803.0
Mars,True,P,CAN,29.0,False,True,0.0
Mars,False,S,TRA,29.0,False,False,7404.0
Earth,False,P,TRA,44.0,False,False,712.0
Mars,True,S,CAN,2.0,False,True,0.0
Mars,False,S,TRA,19.0,False,True,2460.0
Mars,False,S,CAN,0.0,False,True,0.0
Earth,True,S,TRA,18.0,False,True,708.0
Europa,True,S,CAN,38.0,False,True,0.0
Earth,True,P,PSO,5.0,False,False,0.0
Earth,False,P,PSO,31.0,False,False,1302.0
Mars,True,S,TRA,30.0,False,False,0.0
Earth,True,P,CAN,15.0,False,True,0.0
Mars,False,S,TRA,27.0,False,False,1868.0
Mars,False,P,TRA,22.0,False,True,3223.0
Mars,False,P,TRA,36.0,False,True,2385.0
Earth,True,P,PSO,14.0,False,True,0.0
Mars,False,P,TRA,23.0,False,False,4976.0
Earth,True,P,TRA,18.0,False,True,0.0
Europa,True,P,CAN,36.0,False,True,0.0
Earth,False,S,TRA,41.0,False,False,708.0
Earth,True,S,TRA,50.0,False,True,0.0
Earth,True,S,PSO,32.0,False,True,0.0
Earth,False,S,PSO,26.0,False,False,689.0
Earth,False,S,TRA,15.0,False,False,715.0
Earth,False,S,CAN,33.0,False,True,733.0
Earth,False,S,CAN,23.0,False,False,706.0
Mars,False,P,TRA,26.0,False,False,7405.0
Mars,True,P,TRA,61.0,False,True,0.0
Earth,False,S,TRA,24.0,False,True,827.0
Earth,False,P,TRA,30.0,False,False,1559.0
Mars,True,P,TRA,24.0,False,True,0.0
Earth,False,P,TRA,24.0,False,False,2771.0
Earth,True,P,TRA,41.0,False,False,0.0
Earth,False,P,TRA,20.0,False,False,788.0
Earth,False,S,TRA,22.0,False,True,908.0
Europa,False,S,CAN,63.0,False,False,9432.0
Europa,False,S,CAN,18.0,False,False,6065.0
Europa,True,S,CAN,21.0,False,True,0.0
Europa,False,S,TRA,79.0,False,False,10645.0
Europa,True,S,TRA,56.0,False,True,0.0
Europa,True,S,TRA,13.0,False,True,0.0
Europa,False,S,TRA,33.0,False,False,4729.0
Europa,True,S,TRA,32.0,False,True,0.0
Earth,False,P,TRA,31.0,False,True,953.0
Europa,True,P,CAN,26.0,False,True,0.0
Europa,True,P,CAN,18.0,False,True,0.0
Europa,True,P,CAN,38.0,False,True,3552.0
Earth,False,P,TRA,23.0,False,False,720.0
Earth,False,S,TRA,28.0,False,False,4688.0
Earth,True,S,PSO,34.0,False,False,0.0
Earth,False,S,CAN,0.0,False,True,0.0
Earth,False,S,TRA,14.0,False,True,909.0
Earth,False,P,TRA,23.0,False,False,888.0
Earth,True,P,TRA,49.0,False,False,0.0
Earth,True,S,TRA,14.0,False,False,0.0
Earth,False,P,TRA,18.0,False,False,791.0
Europa,False,P,PSO,27.0,True,True,6784.0
Earth,False,P,TRA,48.0,False,False,1619.0
Europa,False,P,CAN,31.0,True,False,25400.0
Europa,False,P,CAN,61.0,False,False,4445.0
Earth,True,S,TRA,18.0,False,True,0.0
Mars,True,S,TRA,45.0,False,True,0.0
Mars,False,S,TRA,22.0,False,False,6498.0
Mars,False,S,TRA,30.0,True,False,1056.0
Mars,False,S,TRA,30.0,False,False,1783.0
Earth,True,S,CAN,32.0,True,True,0.0
Mars,False,P,TRA,43.0,True,True,1251.0
Earth,False,P,CAN,17.0,False,False,708.0
Earth,False,P,TRA,23.0,False,False,708.0
Earth,False,P,TRA,20.0,False,False,693.0
Earth,True,P,TRA,39.0,False,False,0.0
Mars,False,P,TRA,35.0,False,False,1299.0
Mars,False,S,TRA,31.0,False,False,1118.0
Earth,False,S,CAN,21.0,False,False,717.0
Earth,False,P,TRA,16.0,False,False,932.0
Europa,False,P,TRA,60.0,False,True,14744.0
Earth,False,P,TRA,18.0,False,False,569.0
Earth,True,S,TRA,42.0,False,False,0.0
Europa,True,P,CAN,68.0,False,True,0.0
Europa,False,P,CAN,22.0,False,False,7878.0
Europa,True,P,TRA,59.0,False,True,0.0
Europa,False,P,TRA,29.0,False,True,3662.0
Mars,False,P,TRA,37.0,False,False,1157.0
Mars,True,P,TRA,3.0,False,True,0.0
Mars,True,P,TRA,31.0,False,True,0.0
Europa,False,P,TRA,31.0,False,True,3552.0
Europa,False,S,TRA,29.0,False,True,7972.0
Europa,False,S,CAN,20.0,False,True,10345.0
Europa,True,S,CAN,46.0,False,True,0.0
Earth,False,S,TRA,29.0,False,True,1042.0
Mars,True,P,TRA,43.0,False,True,0.0
Mars,False,S,TRA,17.0,False,False,1493.0
Europa,False,P,CAN,27.0,False,True,0.0
Europa,False,P,TRA,47.0,False,False,7513.0
Mars,True,S,TRA,45.0,False,True,0.0
Earth,True,S,TRA,17.0,False,True,0.0
Earth,False,S,CAN,10.0,False,True,0.0
Earth,False,S,PSO,56.0,False,False,679.0
Earth,False,S,TRA,39.0,False,False,871.0
Earth,False,S,PSO,40.0,False,False,873.0
Europa,True,S,TRA,40.0,False,True,3552.0
Europa,False,P,CAN,34.0,False,False,3552.0
Earth,False,S,CAN,32.0,False,False,722.0
Earth,False,P,TRA,35.0,False,False,1050.0
Mars,False,P,TRA,32.0,True,False,3015.0
Earth,False,P,TRA,26.0,True,False,2005.0
Earth,False,S,TRA,25.0,False,False,2175.0
Earth,False,S,TRA,26.0,False,False,792.0
Europa,True,P,CAN,22.0,False,True,0.0
Earth,False,S,TRA,22.0,False,True,804.0
Earth,False,P,TRA,24.0,False,False,789.0
Earth,True,P,PSO,32.0,False,True,0.0
Earth,True,S,TRA,11.0,False,True,0.0
Mars,True,S,TRA,22.0,False,True,0.0
Europa,True,S,TRA,19.0,False,True,0.0
Europa,True,P,CAN,34.0,False,True,0.0
Europa,True,S,TRA,74.0,False,True,0.0
Europa,False,S,CAN,28.0,True,True,5043.0
Europa,True,S,TRA,42.0,False,True,0.0
Europa,True,S,TRA,43.0,False,True,0.0
Earth,False,S,TRA,55.0,False,False,715.0
Earth,False,P,PSO,19.0,False,True,773.0
Earth,True,P,TRA,6.0,False,False,0.0
Earth,False,P,TRA,7.0,False,False,0.0
Europa,True,S,CAN,28.0,False,True,0.0
Earth,False,S,TRA,15.0,False,False,2217.0
Earth,True,S,PSO,24.0,False,True,0.0
Earth,False,S,PSO,31.0,False,True,869.0
Earth,False,S,TRA,22.0,False,True,884.0
Earth,False,S,CAN,1.0,False,True,0.0
Earth,True,S,TRA,50.0,False,False,0.0
Mars,False,P,TRA,34.0,False,False,1074.0
Mars,False,P,TRA,14.0,False,False,1861.0
Earth,False,P,TRA,19.0,False,False,1620.0
Earth,False,P,TRA,26.0,False,True,826.0
Earth,False,P,TRA,36.0,False,False,865.0
Earth,True,P,TRA,34.0,False,False,0.0
Mars,True,S,CAN,25.0,False,True,1074.0
Earth,True,S,TRA,36.0,False,True,0.0
Europa,False,P,TRA,16.0,False,False,5400.0
Europa,False,P,CAN,30.0,False,True,7976.0
Earth,False,S,PSO,37.0,False,False,862.0
Earth,True,S,CAN,15.0,False,True,0.0
Earth,False,P,TRA,36.0,False,False,990.0
Mars,False,P,PSO,27.0,False,False,1074.0
Mars,True,P,TRA,27.0,False,True,0.0
Mars,True,P,TRA,12.0,False,True,0.0
Earth,False,P,TRA,22.0,False,False,1624.0
Earth,False,P,TRA,27.0,False,False,708.0
Earth,True,S,TRA,13.0,False,True,0.0
Earth,False,S,TRA,27.0,False,False,788.0
Earth,False,S,TRA,28.0,False,False,629.0
Europa,False,S,CAN,21.0,False,False,3436.0
Europa,False,S,TRA,39.0,False,False,6527.0
Earth,True,P,PSO,28.0,False,False,708.0
Earth,True,S,TRA,14.0,False,True,0.0
Europa,True,P,CAN,27.0,False,True,3552.0
Europa,True,S,CAN,46.0,False,True,3552.0
Mars,True,S,CAN,27.0,False,True,0.0
Mars,False,S,TRA,21.0,False,False,0.0
Mars,False,P,CAN,21.0,False,True,2344.0
Europa,False,P,TRA,42.0,False,False,3552.0
Mars,False,P,TRA,22.0,False,False,1298.0
Mars,False,S,TRA,10.0,False,True,0.0
Mars,False,S,TRA,43.0,False,False,1897.0
Mars,False,S,TRA,42.0,False,False,1297.0
Europa,True,S,CAN,18.0,False,True,0.0
Europa,True,S,CAN,54.0,False,True,0.0
Europa,True,S,TRA,24.0,False,True,0.0
Europa,False,S,TRA,64.0,False,False,2901.0
Europa,True,S,CAN,18.0,False,True,0.0
Earth,True,S,CAN,53.0,False,True,0.0
Mars,True,S,TRA,23.0,False,True,0.0
Earth,False,S,TRA,39.0,False,True,0.0
Europa,False,P,TRA,59.0,False,True,16844.0
Europa,False,S,CAN,32.0,False,True,5936.0
Europa,True,S,TRA,55.0,False,True,0.0
Earth,True,P,PSO,21.0,False,True,0.0
Europa,True,S,TRA,50.0,False,True,0.0
Europa,False,S,CAN,55.0,False,False,5022.0
Earth,False,P,TRA,26.0,False,False,1521.0
Earth,True,S,TRA,35.0,False,True,0.0
Earth,True,S,TRA,26.0,False,True,0.0
Earth,False,S,TRA,55.0,False,False,708.0
Earth,False,S,TRA,23.0,False,True,708.0
Earth,False,P,TRA,42.0,False,False,906.0
Earth,False,S,TRA,35.0,False,True,2505.0
Earth,True,P,TRA,47.0,False,True,0.0
Mars,False,S,CAN,34.0,False,False,1190.0
Mars,True,S,TRA,34.0,False,True,0.0
Europa,False,P,TRA,46.0,False,False,11141.0
Earth,True,P,PSO,26.0,False,False,0.0
Earth,True,P,CAN,1.0,False,False,0.0
Earth,True,P,CAN,23.0,False,True,0.0
Mars,False,P,TRA,33.0,False,False,961.0
Europa,False,P,TRA,34.0,False,False,8476.0
Europa,False,P,TRA,49.0,False,False,5863.0
Earth,False,P,TRA,22.0,False,False,677.0
Earth,False,P,TRA,28.0,False,True,1078.0
Europa,True,P,TRA,29.0,False,True,3552.0
Europa,True,P,CAN,36.0,False,True,0.0
Earth,True,P,CAN,30.0,False,True,0.0
Europa,True,P,TRA,49.0,False,True,0.0
Europa,False,P,TRA,38.0,False,False,7268.0
Mars,True,S,TRA,31.0,False,True,0.0
Earth,False,S,TRA,17.0,False,False,1532.0
Earth,False,P,TRA,26.0,False,False,887.0
Earth,False,P,TRA,23.0,False,False,740.0
Earth,False,S,CAN,24.0,False,False,2459.0
Earth,False,S,TRA,23.0,False,False,865.0
Earth,False,S,TRA,24.0,False,True,791.0
Mars,False,S,PSO,32.0,False,True,919.0
Mars,True,S,TRA,43.0,False,True,0.0
Earth,False,S,TRA,23.0,False,True,787.0
Earth,False,S,TRA,42.0,False,False,849.0
Europa,True,S,CAN,29.0,False,True,0.0
Europa,True,P,TRA,40.0,False,True,0.0
Europa,False,P,TRA,37.0,False,True,7270.0
Europa,True,P,CAN,61.0,False,True,0.0
Europa,False,P,TRA,33.0,False,False,2691.0
Earth,False,S,TRA,19.0,False,True,1448.0
Earth,False,S,PSO,21.0,False,False,671.0
Earth,False,S,TRA,4.0,False,False,0.0
Earth,False,S,PSO,12.0,False,True,0.0
Earth,False,S,TRA,44.0,False,True,1839.0
Earth,False,S,TRA,22.0,False,False,774.0
Mars,False,P,CAN,33.0,False,False,1905.0
Europa,True,P,CAN,32.0,False,True,0.0
Europa,True,P,TRA,28.0,False,True,0.0
Europa,False,P,TRA,28.0,False,False,5461.0
Mars,False,P,TRA,31.0,False,False,1309.0
Mars,True,S,TRA,13.0,False,True,0.0
Earth,True,S,TRA,14.0,False,True,0.0
Europa,False,S,TRA,33.0,False,False,1946.0
Europa,True,S,CAN,27.0,False,True,3552.0
Earth,False,P,TRA,23.0,False,True,644.0
Europa,False,S,TRA,36.0,True,True,6634.0
Europa,True,P,CAN,22.0,False,True,0.0
Europa,True,P,TRA,19.0,False,False,0.0
Europa,True,P,TRA,42.0,False,True,0.0
Europa,True,P,TRA,30.0,False,True,3552.0
Europa,True,P,CAN,16.0,False,True,0.0
Europa,False,P,TRA,55.0,False,False,4924.0
Europa,True,P,TRA,55.0,False,True,0.0
Earth,False,S,TRA,19.0,False,False,2786.0
Earth,False,P,TRA,26.0,False,False,708.0
Europa,True,P,TRA,18.0,False,True,0.0
Earth,False,S,TRA,21.0,False,False,708.0
Earth,False,P,TRA,65.0,False,False,626.0
Earth,False,S,TRA,55.0,False,True,880.0
Earth,False,S,TRA,50.0,False,False,708.0
Earth,True,P,TRA,49.0,False,True,0.0
Earth,False,S,TRA,22.0,False,False,788.0
Mars,True,P,TRA,33.0,False,True,0.0
Mars,True,S,TRA,3.0,False,True,0.0
Mars,True,S,TRA,0.0,False,True,0.0
Mars,True,S,TRA,33.0,False,True,0.0
Mars,True,P,TRA,48.0,False,True,0.0
Mars,True,P,TRA,5.0,False,True,0.0
Mars,False,P,TRA,23.0,False,False,3740.0
Europa,True,P,TRA,53.0,False,True,0.0
Mars,False,P,TRA,18.0,False,False,1688.0
Earth,True,P,PSO,20.0,False,False,0.0
Earth,False,P,TRA,23.0,False,False,787.0
Earth,False,P,TRA,48.0,False,False,1777.0
Earth,True,S,PSO,19.0,False,False,0.0
Mars,False,P,TRA,34.0,False,False,2383.0
Earth,False,S,CAN,9.0,False,False,0.0
Earth,False,S,TRA,24.0,False,False,708.0
Mars,False,P,TRA,46.0,False,True,1074.0
Earth,True,P,TRA,23.0,False,True,0.0
